Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Bench1Kg,Bench2Kg,Bench3Kg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,MeetCountry,MeetState,MeetName,Federation,Date,Sanctioned
Tyler Small,M,SBD,Wraps,29.0,MO-RP,89.0,90,255.0,265.0,272.5,165.0,-172.5,-172.5,250.0,265.0,-272.5,702.5,4,456.82,451.06,432.51,93.91,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Chase Ordner,M,SBD,Wraps,26.0,MO-RP,109.3,110,230.0,245.0,255.0,145.0,155.0,165.0,260.0,275.0,-290.0,695.0,7,412.62,409.81,391.61,84.23,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Damon McDonald,M,SBD,Wraps,45.0,MO-RP,99.3,100,240.0,-255.0,-270.0,170.0,177.5,-182.5,260.0,275.0,-290.0,692.5,6,427.55,422.64,403.72,87.78,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Daniel Drinic,M,SBD,Wraps,32.0,MO-RP,89.6,90,260.0,280.0,-290.0,140.0,150.0,-155.0,240.0,260.0,-270.0,690.0,5,447.16,441.5,423.21,91.93,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Slade O'Callaghan,M,SBD,Wraps,34.0,MO-RP,108.6,110,250.0,-260.0,-260.0,145.0,-155.0,160.0,255.0,275.0,-290.0,685.0,8,407.68,404.73,386.69,83.27,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
George Lomidze,M,SBD,Wraps,33.0,MO-RP,98.6,100,-235.0,-245.0,250.0,165.0,175.0,-180.0,250.0,-265.0,-275.0,675.0,7,418.04,413.16,394.72,85.85,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
James Nash,M,SBD,Wraps,32.0,MO-RP,103.9,110,225.0,240.0,250.0,140.0,-145.0,-145.0,260.0,280.0,-300.0,670.0,9,405.81,401.86,383.72,83.13,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
James Hughes #2,M,SBD,Wraps,40.0,MO-RP,109.7,110,245.0,255.0,260.0,130.0,135.0,-140.0,245.0,260.0,-265.0,655.0,10,388.33,385.79,368.69,79.25,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Brandon Brown,M,SBD,Wraps,30.0,MO-RP,99.15,100,205.0,-220.0,220.0,140.0,147.5,-155.0,270.0,285.0,-300.0,652.5,8,403.12,398.48,380.65,82.77,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Philip Van Der Hoek,M,SBD,Wraps,35.0,MO-RP,99.9,100,235.0,245.0,252.5,140.0,147.5,152.5,237.5,-250.0,-250.0,642.5,9,395.64,391.18,373.62,81.21,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Anton Johnson,M,SBD,Wraps,29.0,MO-RP,73.6,75,-235.0,245.0,252.5,125.0,135.0,140.0,230.0,247.5,-255.0,640.0,1,464.78,462.14,446.9,94.22,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
James Martin #1,M,SBD,Wraps,38.0,MO-RP,109.4,110,220.0,-232.5,232.5,137.5,142.5,,245.0,255.0,-262.5,630.0,11,373.9,371.38,354.89,76.32,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Yianni Papazis,M,SBD,Wraps,28.0,MO-RP,80.6,82.5,185.0,200.0,210.0,137.5,145.0,150.0,225.0,245.0,255.0,615.0,2,422.22,417.9,402.52,86.41,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Luke Copini,M,SBD,Wraps,24.0,MO-RP,89.1,90,210.0,-222.5,225.0,145.0,152.5,-155.0,220.0,-230.0,230.0,607.5,6,394.82,389.83,373.78,81.16,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Corey Anderson #3,M,SBD,Wraps,33.0,MO-RP,89.45,90,210.0,225.0,235.0,100.0,105.0,-110.0,240.0,-260.0,-260.0,580.0,7,376.19,371.43,356.08,77.34,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Danny Nagy,M,SBD,Wraps,36.0,MO-RP,80.55,82.5,160.0,170.0,177.5,135.0,142.5,150.0,210.0,225.0,240.0,567.5,3,389.75,385.77,371.59,79.76,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
David Cutroni,M,SBD,Wraps,29.0,MO-RP,89.85,90,205.0,-230.0,-247.5,100.0,110.0,-112.5,160.0,,,475.0,8,307.39,303.49,290.89,63.2,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Chris Mallett,M,SBD,Wraps,38.0,MO-RP,117.9,125,290.0,-310.0,-315.0,190.0,200.0,-210.0,-280.0,-280.0,-280.0,,DQ,,,,,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Benji Lang,M,SBD,Wraps,32.0,MO-RP,137.2,140,-280.0,-300.0,-300.0,,,,,,,,DQ,,,,,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Alex Lawson #1,M,SBD,Wraps,37.0,MO-RP,164.1,140+,-280.0,280.0,,-175.0,-175.0,-175.0,,,,,DQ,,,,,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Shane Atta-Singh,M,SBD,Single-ply,39.0,MO-SP,137.85,140,350.0,375.0,-400.0,190.0,210.0,-220.0,310.0,330.0,-342.5,915.0,1,503.63,512.51,487.69,84.26,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Alex Sipple,M,SBD,Raw,14.0,MT1-R,101.25,110,170.0,182.5,193.0,110.0,120.0,-125.0,185.0,201.0,-210.0,514.0,1,314.69,311.29,297.27,64.55,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Ben May,M,SBD,Raw,15.0,MT1-R,65.05,67.5,72.5,82.5,-90.0,42.5,47.5,52.5,105.0,117.5,125.0,260.0,1,205.94,206.62,200.91,40.84,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Kylen Ziernicki,M,SBD,Wraps,14.0,MT1-RP,54.15,56,95.0,-105.0,-105.0,-50.0,-55.0,55.0,115.0,127.5,-132.5,277.5,1,255.97,261.19,256.61,48.08,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Tybias Horsfield,M,SBD,Wraps,17.0,MT2-RP,80.75,82.5,180.0,195.0,205.0,135.0,142.5,-147.5,220.0,230.0,240.0,587.5,1,402.9,398.75,384.05,82.47,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Zeke McAuslin,M,SBD,Wraps,17.0,MT2-RP,88.9,90,205.0,-210.0,-217.5,110.0,117.5,127.5,230.0,242.5,-255.0,575.0,1,374.12,369.41,354.23,76.91,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
Danny Vongphachanh,M,SBD,Wraps,17.0,MT2-RP,57.3,60,165.0,175.0,182.5,100.0,-105.0,-112.5,190.0,-205.0,210.0,492.5,1,432.09,438.51,429.34,82.78,,Australia,SA,National Championships,CAPO,2023-08-11,Yes
